店家名,店家名(英),地區,縣市,地址,緯度,經度,連結,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議
Go home Backpackers,Go home Backpackers,外島/離島地區,澎湖縣,885澎湖縣湖西鄉60 號,23.56892342,119.6639878,https://www.facebook.com/88go.home.backpackers/,null,null,15:00,21:00,11:00,12:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(11:50)馬公總站→(45個停靠站)尖山發電廠→步行約10分→Go home Backpackers
澎湖七號旅店民宿, Penghu 7Hostel,外島/離島地區,澎湖縣,880澎湖縣馬公市鎖港里387-3號,23.52906014,119.6008198,http://7bb.mmweb.tw/?ptype=info,08:00,18:00,15:00,null,null,11:00,可以從馬公總站搭公車澎南線往山水或風櫃在鎖港衛生所下車即可。民宿的門口就在公車站附近，有公車來澎湖的背包客旅遊更方便了，7號旅店獨家公車旅遊行程。
有間寓背包旅宿,Habitate HomeStay,外島/離島地區,澎湖縣,885澎湖縣湖西鄉沙港1之5號,23.59871971,119.6242686,https://www.facebook.com/habitate2021/,00:00,23:59,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車沙港線(11:55馬公開)成功天軍廟→(27 個停靠站)水窟→步行約 7分→有間寓背包旅宿 Habitate HomeStay
Champion Homestay 冠軍民宿,Champion Homestay ,外島/離島地區,澎湖縣,885澎湖縣湖西鄉260號,23.57883103,119.6177629,https://www.facebook.com/p/Champion-Homestay-%E5%86%A0%E8%BB%8D%E6%B0%91%E5%AE%BF-100064812019750/?paipv=0&eav=AfZ0iEVF6NTnKPpIql-YlrjFRcx3u8leJweBO1YLEsM0fDvnW4E2jHrXNtXYf_wuJgM&_rdr,null,null,15:00,23:30,01:00,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(11:50)馬公總站→(17個停靠站)成功營區站→步行約 7分→Champion Homestay 冠軍民宿
起點旅行民宿 D.C. Inn はじまりのゲストハウス,D.C. Inn,外島/離島地區,澎湖縣,880澎湖縣馬公市文化路18之1號,23.56832975,119.5675461,https://www.facebook.com/penghudcinn/,00:00,23:59,15:00,21:00,07:00,11:00,布袋港→馬公港→步行約 9 分→起點旅行民宿 D.C. Inn はじまりのゲストハウス
夜之屋 NightHouse,Night House,外島/離島地區,澎湖縣,880澎湖縣馬公市11之39號,23.55789134,119.5934005,https://www.facebook.com/NightHouse/,00:00,23:59,10:00,21:00,null,12:00,布袋港→馬公港→步行約 23 分→農漁局公車前寮線馬公總站→(1 站)忠烈祠步行約 26 分→夜之屋Night House
阿豹會館民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市131之10號,23.54711357,119.6136536,https://www.facebook.com/profile.php?id=100063938119884,null,null,15:00,22:00,07:00,11:30,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(17個停靠站)興仁東站→步行約 8分→阿豹會館
青·輕旅,null,外島/離島地區,澎湖縣,880澎湖縣馬公市71-2號,23.55099427,119.6128803,https://www.google.com/search?q=%E9%9D%92%C2%B7%E8%BC%95%E6%97%85&rlz=1C1CHZL_zh-TWTW914TW914&oq=%E9%9D%92%C2%B7%E8%BC%95%E6%97%85&aqs=chrome..69i57j0i512.212j0j4&sourceid=chrome&ie=UTF-8,null,null,15:00,18:00,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(17個停靠站)興仁東站→步行約1分→青·輕旅
就這兒 民宿 Here B&B,Here B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市永興街6號,23.56660137,119.5658532,https://www.facebook.com/herebnb/,08:00,22:15,15:00,21:00,07:30,11:00,布袋港→馬公港→步行約6分→就這兒 民宿 Here B&B
蒙德里安山水民宿,Penghu Mondrian,外島/離島地區,澎湖縣,880澎湖縣馬公市珠江287號,23.51998999,119.595003,https://www.penghu-mondrian.com/,00:00,23:59,15:00,22:00,07:00,10:00,布袋港→馬公港→步行約 9 分→馬公總站公車風櫃線西港終點站→(35個停靠站)山水國小→步行約 3 分→蒙德里安山水民宿
澎湖船家寶民宿 ,SABAI BnB,外島/離島地區,澎湖縣,885澎湖縣湖西鄉港底127號,23.57030963,119.6113229,https://www.facebook.com/SABAIBNB/?locale=zh_TW,00:00,23:59,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(14個停靠站)成功西站→步行約3分→澎湖船家寶民宿 
起司餅乾民宿,Cheese Cookie Homestay ,外島/離島地區,澎湖縣,880澎湖縣馬公市宅脚嶼160-3號,23.58119368,119.6065346,https://www.facebook.com/cheesecookie/,00:00,23:59,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車沙港線(11:55馬公開)成功天軍廟→(13 個停靠站)農場→步行約 4 分→起司餅乾民宿
有間客棧,null,外島/離島地區,澎湖縣,881澎湖縣西嶼鄉外垵村29-31號,23.56754884,119.4802475,https://www.facebook.com/kenlu6000/?locale=zh_TW,00:00,23:59,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車外垵線(12:05馬公開)外垵終點站→(73 個停靠站)外垵國小步行約 2 分→有間客棧
西瀛旅社,null,外島/離島地區,澎湖縣,880澎湖縣馬公市民福路9號,23.56399829,119.5675312,https://www.google.com/search?q=%E8%A5%BF%E7%80%9B%E6%97%85%E7%A4%BE&rlz=1C1CHZL_zh-TWTW914TW914&hotel_occupancy=2&sxsrf=AB5stBizlb1qx1RLeerMGuPWDuQvQDWMZA%3A1690859477850&ei=1XfIZMLGM5Ko1e8P2sS1wAo&ved=0ahUKEwiChau0vrqAAxUSVPUHHVpiDagQ4dUDCA8&uact=5&oq=%,null,null,null,null,null,null,布袋港→馬公港→步行約4分→西瀛旅社
澎湖諾亞方舟民宿,Penghu Noah’s ark homestay,外島/離島地區,澎湖縣,885澎湖縣湖西鄉港底150號,23.57129192,119.6112358,http://penghu-ark.com.tw/,12:00,20:00,16:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(14個停靠站)成功西站→步行約3分→澎湖諾亞方舟民宿
澎湖民宿-隘門168民宿,null,外島/離島地區,澎湖縣,88593澎湖縣湖西鄉隘門村隘門168號,23.5571286,119.6308249,https://www.facebook.com/LoveDoor168/?locale=zh_TW,08:00,18:00,15:00,18:00,07:00,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(20個停靠站)隘門新村→步行約3分→澎湖民宿-隘門168民宿
易宿家特色民宿,Easy Stay B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市五德里141號,23.52611727,119.58786,https://www.facebook.com/profile.php?id=100048654446183,00:00,23:59,15:00,21:00,09:00,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車尖山循環線(12:15)馬公總站→(46個停靠站)澎南國中→步行約1分→易宿家特色民宿
有間黑店驛站民宿,Black BnB,外島/離島地區,澎湖縣,880澎湖縣馬公市西衛No. 757號,23.58793708,119.5826335,https://www.facebook.com/profile.php?id=100064227151880&__xts__[0]=68.ARDoZBJIfTAAdmJyOLWZlvjCtCFnAd8RcIdC5nINy0Fg_amPY6iutFCj-6JoJJ0CdRUkJSqwKK4dO1a84SxDhxcoUAcAz_qpR1eyPZWIG5ymq5oxThNJwt5GgLGuTBdHTtW3H3JXFnfOvwHTnYQWJmR6RMEjJgpBDzO33BopCffnMvUFAkR17Tupw,00:00,23:59,15:00,21:00,08:00,10:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]公車台灣好行媽宮北環線西衛里東站→(1 站)西衛里東站→步行約 13 分→有間黑店驛站民宿
來客佳民宿,Homelike,外島/離島地區,澎湖縣,885澎湖縣湖西鄉成功村142號之 1號,23.56821281,119.6168323,https://www.facebook.com/profile.php?id=100064099595278&locale=zh_TW,00:00,23:59,15:00,18:30,01:00,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(11:50)馬公總站→(13個停靠站)拱北站→步行約1-分→來客佳民宿
917民宿,PH917,外島/離島地區,澎湖縣,88052澎湖縣馬公市安宅里宅腳嶼250號,23.58196129,119.6021568,http://www.ph917.tw/,09:00,22:00,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車沙港線(11:55馬公開)成功天軍廟→ (12 個停靠站)安宅→步行約 12 分→917民宿(Ph917)
見見灣海景民宿,null,外島/離島地區,澎湖縣,881澎湖縣西嶼鄉146-6號,23.58190087,119.5106402,https://www.facebook.com/profile.php?id=100057419470924,07:00,22:00,15:30,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車外垵線(12:05馬公開)外垵終點站→ (65 個停靠站)赤樊桃殿→步行約 9 分→見見灣海景民宿
漁人的家,Penghu Fisherman House,外島/離島地區,澎湖縣,881澎湖縣西嶼鄉225-5號,23.57475003,119.5019698,https://fisher203.webnode.tw/,00:00,23:59,15:00,22:00,null,12:00,布袋港→馬公港→步行約 9 分→馬公總站公車外垵線(12:05馬公開)外垵終點站→ (67 個停靠站)內垵北站→步行約 1分→漁人的家
澎湖香亭民宿,Xiang Ting Homestay,外島/離島地區,澎湖縣,88059澎湖縣馬公市,23.52674661,119.5694652,https://xiangting.ego.tw/,10:00,22:00,15:00,null,null,12:00,布袋港→ 馬公港→ 步行約 9 分→ 馬公總站公車風櫃線(12:05馬公開)西港終點站→  (57 個停靠站)普德寺→ 步行約 1 分→ 澎湖香亭民宿
澎湖臨海居度假會館,null,外島/離島地區,澎湖縣,880澎湖縣馬公市臨海路10-6號,23.56326811,119.5670465,https://hotels.cloudbeds.com/cn/reservation/eIWIAC?utm_source=Google&utm_medium=merchant&utm_campaign=click#checkin=2023-08-01&checkout=2023-08-02,null,null,15:00,20:00,null,11:00,布袋港→馬公港→步行約2分→澎湖臨海居度假會館
一二三石頭人民宿,123 V-Stone B & B,外島/離島地區,澎湖縣,880澎湖縣馬公市民富街42巷12號,"23.562254278904014,",119.5835715,https://stone123.okgo.tw/?fbclid=IwAR3q-OHZDMtGent3tud-a_xZfp-bV5hVr31EHIMvQVf_yBedEFmaxev9xP0,00:00,23:59,15:00,null,null,10:00,布袋港→馬公港→步行約 23 分→農漁局公車前寮線馬公總站(1 站)忠烈祠→步行約 14 分→一二三石頭人民宿
大池星月灣民宿,null,外島/離島地區,澎湖縣,881澎湖縣西嶼鄉大池村132號,23.6147756,119.5142744,https://peng-hu.wacowtravel.com.tw/bb-89.html,null,null,15:00,null,null,12:00,布袋港→馬公港→步行約 9 分→馬公總站公車外垵線(12:05馬公開)外垵終點站→(59 個停靠站)二崁外站→步行約 5 分→大池星月灣民宿
澎湖熱帶魚民宿,Tropical Fish B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市西文里 716號,23.56850405,119.5938551,https://tropicalfish.ego.tw/,00:00,23:59,15:00,null,null,10:00,"布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(11:50)馬公總站→(9 個停靠站)肉品市場→步行約 3 分→澎湖熱帶魚民宿
"
加利利海民宿,Galilee B&B ,外島/離島地區,澎湖縣,"880澎湖縣馬公市 西衛, 號",23.57865926,119.5814878,http://www.phgalilee.com.tw/,09:00,21:00,15:00,null,null,11:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]公車台灣好行媽宮北環線西衛里東站→ (1 站)西衛里東站→步行約 4 分→加利利海民宿
留星嶼民宿,null,外島/離島地區,澎湖縣, 884澎湖縣白沙鄉瓦硐村29-1號,23.65629208,119.5893984,https://star-island.okgo.tw/,null,null,15:00,null,null,10:30,布袋港→馬公港→步行 約 9 分→馬公總站公車通樑線(12:00馬公開)通梁古榕終點站→ (37 個停靠站)瓦硐東站→步行約 1 分→留星嶼民宿
在水一方 Memory In Water B&B, Memory In Water B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市西衛 ,23.58333808,119.5782318,https://www.facebook.com/TheMemoryInWater/,08:00,22:00,15:00,null,null,11:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]公車台灣好行媽宮北環線西衛里東站→(1 站)西衛里東站→步行約 8 分→在水一方 Memory In Water B&B
歸宿 民宿 Destination Inn,Destination Inn,外島/離島地區,澎湖縣,澎湖縣馬公市88051-5號,23.52785887,119.5886338,https://www.facebook.com/destinationinpenghu/,09:00,21:00,15:00,21:00,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車風櫃線(12:05馬公開)西港終點站→ (45 個停靠站)五德國小→步行約 2 分→歸宿 民宿 Destination Inn
海風情民宿,02.SeaLove,外島/離島地區,澎湖縣,880澎湖縣馬公市西衛里西衛89-3號,23.57958931,119.5816595,http://02.sealove.tw/,09:00,22:00,15:00,null,null,11:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]公車台灣好行媽宮北環線西衛里東站→ (1 站)西衛里東站→步行約 4 分→海風情民宿
姆居民宿,MUJU HOSTEL,外島/離島地區,澎湖縣,880澎湖縣馬公市三多路,23.57768461,119.5725454,http://mu-ju.weebly.com/,08:00,18:30,15:30,20:00,08:00,11:00,布袋港→馬公港→車程約 26 分→姆居民宿
海灣灣,HSUONEONE,外島/離島地區,澎湖縣,880澎湖縣馬公市83-56號,23.57812452,119.5824729,https://www.siwei-ocean.com/oneone/,00:00,23:59,15:30,null,null,11:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]→(1個停靠站)西衛里東站→步行約5分→海灣灣
古道背包客棧,null,外島/離島地區,澎湖縣,880澎湖縣馬公市71號,23.56435004,119.5645452,https://www.google.com/search?q=%E5%8F%A4%E9%81%93%E8%83%8C%E5%8C%85%E5%AE%A2%E6%A3%A7&rlz=1C1CHZL_zh-TWTW900TW900&oq=%E5%8F%A4%E9%81%93%E8%83%8C%E5%8C%85%E5%AE%A2%E6%A3%A7&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgYIARBFGDsyBggCEEUYPDIGCAMQRRg8MgYIBBBFGDzSAQc0NjNqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8,null,null,15:00,21:00,07:00,10:00,布袋港→馬公港→車程約 3 分→古道背包客棧
大山營區旅宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市300號,23.52608879,119.5609533,https://www.google.com/search?q=%E5%A4%A7%E5%B1%B1%E7%87%9F%E5%8D%80%E6%97%85%E5%AE%BF&rlz=1C1CHZL_zh-TWTW900TW900&oq=%E5%A4%A7%E5%B1%B1%E7%87%9F%E5%8D%80%E6%97%85%E5%AE%BF&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxiKBTIJCAAQIxgnGIoFMhAIARAuGK8BGMcBGIAEGJgFMgYIAhAjGCcyBggDEEUYOzIGCAQQRRg8MgYIBRBFGDwyBggGEEUYPNIBBzUyM2owajSoAgCwAgA&sourceid=chrome&ie=UTF-8,null,null,null,null,null,null,布袋港→馬公港→車程約 24 分→大山營區旅宿
好朋友民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市22號93,23.57233718,119.602902,https://goodfriend.hi-bnb.com/,08:00,23:00,15:00,null,null,11:00,布袋港→馬公港→車程約 13 分→好朋友民宿
百慶旅店,BAI CHIN HOTEL,外島/離島地區,澎湖縣,880澎湖縣馬公市三民路16號,23.56675564,119.5687666,http://www.baichin.com/,00:00,23:59,14:00,17:00,null,10:00,布袋港→馬公港→車程約 3 分→百慶旅店
海洋派對民宿,Party of the Ocean BnB,外島/離島地區,澎湖縣,880澎湖縣馬公市東文澳100-2號,23.56106512,119.5906123,https://booking.owlting.com/0d1f3c9c-52ea-4c14-9305-0b474d71b802?fbclid=IwAR0jJSQK6Cc6N7kpH89TuPTQ08LzGZ4EtcrwPslgRH0nVjC9Xo2dfvq9WCs&lang=zh_TW&start=2023-08-01&end=2023-08-02&adult=1&child=0&infant=0,00:00,23:59,15:00,null,null,11:00,布袋港→馬公港→車程時間約 8 分→海洋派對民宿
好時光民宿Good Time,Good Time,外島/離島地區,澎湖縣,880澎湖縣馬公市223-1號,23.58405247,119.5823118,http://www.goodtime-ph.com/,08:00,22:00,15:30,21:00,07:00,11:00,布袋港→馬公港→車程時間約 11 分→好時光民宿
慢活角落民宿,Slow Living B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市西 衛 223-3 號,23.5839019,119.5825264,slowliving.hi-bnb.com,09:00,22:00,15:00,21:00,10:00,11:30,布袋港→馬公港→車程時間約 11 分→慢活角落民宿
野居渡假民宿,Simple Life Home Stay,外島/離島地區,澎湖縣,880澎湖縣馬公市西衛No. 221-15號,23.58371016,119.5826639,https://site.traiwan.com/penghu-simplelife/,00:00,23:59,15:00,18:00,10:00,10:30,布袋港→馬公港→車程時間約 11 分→野居渡假民宿
我們的民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市石泉里11之2號,23.55754233,119.5937422,http://www.webnb.com.tw/traffic.html#menu,08:00,00:00,15:00,null,null,10:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(12:05)馬公總站→(16個停靠站)石泉內站→步行約 3分→我們的民宿
木艮私宅•Mugen Homestay,Mugen Homestay,外島/離島地區,澎湖縣,880澎湖縣馬公市586號,23.55295793,119.5897619,https://www.facebook.com/profile.php?id=100064100079970,null,null,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(12:05)馬公總站→(15個停靠站)前寮東站→步行約7分→木艮私宅
艾的驛站民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市西文澳92-29號,23.56708673,119.5848697,https://www.facebook.com/profile.php?id=100057324255391,09:00,00:00,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→石滬廣場[台灣好行]→(1個停靠站)西衛里東站→步行約21分→艾的驛站民宿
23.5蔚藍民宿,null,外島/離島地區,澎湖縣,881澎湖縣西嶼鄉后螺3之2號,23.63731801,119.5350853,https://www.google.com/search?q=23.5%E8%94%9A%E8%97%8D%E6%B0%91%E5%AE%BF&rlz=1C1CHZL_zh-TWTW900TW900&hotel_occupancy=2&sxsrf=AB5stBhSIfJvztNaVQVhcZkcHARnTi3wzQ%3A1690351170636&ei=QrbAZI-4JtG0oAT38ouIAQ&ved=0ahUKEwiP4cjo2KuAAxVRGogKHXf5AhEQ4dUDCA8&uact=5&oq=23.5%E8%94%9A%E8%97%8D%E6%B0%91%E5%AE%BF&gs_lp=Egxnd3Mtd2l6LXNlcnAiEDIzLjXolJrol43msJHlrr8yBBAjGCcyBxAjGIoFGCcyERAuGIAEGMcBGK8BGJgFGJsFMgUQABiABDIFEAAYgAQyBBAAGB4yBhAAGB4YDzIGEAAYHhgPMgkQABgeGA8Y8QQyBhAAGB4YD0icBlCmA1isBHAAeACQAQCYAXmgAYcCqgEDMi4xuAEDyAEA-AEB4gMEGAEgQYgGAQ&sclient=gws-wiz-serp,07:00,22:00,14:00,null,12:00,12:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(12:05)外垵終點站→(45個停靠站)橫礁→步行約3分→23.5蔚藍民宿
唯你渡假民宿,null,外島/離島地區,澎湖縣,澎湖縣馬公市西衛里221之12號,23.58365283,119.5826513,https://onlyyou.hi-bnb.com/,08:00,23:00,15:00,21:00,null,11:00,布袋港→馬公港→步行約 1 分→石滬廣場[台灣好行]→(1個停靠站)西衛里東站→步行約8分→唯你渡假民宿
天邊海角民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市民族路119號,23.57362922,119.5671507,https://www.facebook.com/seahouse119/?locale=zh_TW,00:00,23:59,15:30,null,null,10:30,布袋港→馬公港→步行約 17 分→天邊海角民宿
流浪鯨魚民宿,null,外島/離島地區,澎湖縣,880澎湖縣馬公市鎖港里18號,23.53054164,119.6046007,https://www.facebook.com/penghu.whale/,09:00,21:00,15:00,22:00,null,10:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(12:05)馬公總站→(27個停靠站)鎖港國宅東站→步行約 2 分→流浪鯨魚民宿
PENGHU LUCAI B&B 旅采民宿,PENGHU LUCAI B&B,外島/離島地區,澎湖縣,880澎湖縣馬公市1鄰雞母塢216號,23.52341067,119.5902782,https://site.traiwan.com/PENGHU_LUCAI/index.html,08:00,21:00,15:00,null,null,11:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(12:05)西港終點站→(43個停靠站)五德東站→步行約 4 分→旅采民宿
旅朋友民宿Travelfriends,Travelfriends,外島/離島地區,澎湖縣,885澎湖縣湖西鄉號,23.58300716,119.6084438,https://travel-friends.business.site/#details,00:00,23:59,15:00,null,null,10:00,布袋港→馬公港→步行約 9 分→馬公總站公車龍門循環線(11:55)成功天軍廟→(14個停靠站)許家南站→步行約 3 分→旅朋友民宿
琉浪潛水背包客棧Drift Diving Hostel,Drift Diving Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉忠孝路一巷2-6號,22.32495307,120.3644877,https://www.facebook.com/DriftDivingHostel/,00:00,23:59,15:00,19:00,09:00, 11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
奧之海潛水旅宿 Odyssey Divers Hostel, Odyssey Divers Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉中正路57號,22.32786016,120.3576314,https://odysseydivers.weebly.com/,00:00,23:59,15:00,21:00,null, 11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
琉影潛水,null,外島/離島地區,屏東縣,929屏東縣琉球鄉中正路1巷90-2號,22.33049756,120.3586706,https://www.liuqiudive.com/hostel,null,null,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
琉浪潛水背包客棧Drift Diving Hostel,Drift Diving Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉忠孝路一巷2-6號,22.32495219,120.3644926,https://driftdivinghostel.com/,00:00,23:59,15:00,22:00,07:00,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
co_diving 自由潛水工作室,co_diving,外島/離島地區,屏東縣,929屏東縣琉球鄉和平路3巷1-5號,22.33476833,120.3718092,https://www.facebook.com/p/co_diving-100063652736007/,00:00,23:59,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
酷落潛水 Kuroshio Diving,Kuroshio Diving,外島/離島地區,屏東縣,929屏東縣琉球鄉和平路13-3號,22.3352976,120.3714012,https://www.facebook.com/Kuroshiodiving/,08:00,23:00,15:00,19:00,08:00,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
小琉球-小綠龜潛水,null,外島/離島地區,屏東縣,929屏東縣琉球鄉和平路32-5號,22.33596029,120.3713078,https://www.lgt-diving.com.tw/,00:00,23:59,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
EXTD diving center 延伸潛水,EXTD diving center ,外島/離島地區,屏東縣,929屏東縣琉球鄉中興路33-360號,22.33752494,120.3673792,https://www.facebook.com/extddivingcenter/,08:00,21:00,null,null,null,null,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
白牌自由潛水中心, Pingtung,外島/離島地區,屏東縣,929屏東縣琉球鄉肚仔坪路15之2號,22.34277216,120.363438,https://booking.owlting.com/ba7e985a-6853-42cd-a5ee-ffdaf461b38f?lang=zh_TW&start=2023-07-26&end=2023-07-27&adult=2&child=0&infant=0,08:00,20:00,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
Dive Buddy 自由潛水工作室&背包客棧,Dive Buddy,外島/離島地區,屏東縣,929屏東縣琉球鄉中正路188之6號,22.34054099,120.371368,https://www.dbfreedive.com/blank,08:00,22:00,15:00,22:00,10:00,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
蹼客基地,Flipper's,外島/離島地區,屏東縣,929屏東縣琉球鄉三民路39-1號前方,22.34502459,120.3863856,https://www.facebook.com/profile.php?id=100064316364365,09:00,22:00,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
阿貴潛水中心,A-Gui Dive,外島/離島地區,屏東縣,929屏東縣琉球鄉環島公路40-1號,22.3461279,120.3883345,https://www.aguidive.com/,00:00,23:59,14:00,16:00,null,11:00,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
O2潛水俱樂部,null,外島/離島地區,屏東縣,929屏東縣琉球鄉三民路151之9號,22.3472335,120.3850874,https://www.facebook.com/o2originocean/,00:00,23:59,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
琉潛貨櫃潛水旅宿 Liuqiu Dive,Liuqiu Dive,外島/離島地區,屏東縣,929屏東縣琉球鄉本漁路81巷20之2號,22.34799012,120.3852213,https://www.liuqiudive.com/hostel,08:00,22:00,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
大眾浮潛,null,外島/離島地區,屏東縣,929屏東縣琉球鄉三民路277號,22.35237684,120.3828201,https://www.facebook.com/fr451866/?locale=zh_TW,08:00,16:00,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
阿Ya潛棧 A Ya Diving Hostel, A Ya Diving Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉復興路99號,22.34670329,120.3689004,https://ayadivehostel.diving.tw/index.html,00:00,23:59,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
老婆潛水工作室,null,外島/離島地區,屏東縣,929屏東縣琉球鄉相埔路18之3號,22.34561647,120.3749307,https://www.facebook.com/JJDivertw/?locale=zh_TW,08:00,17:00,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
秘密客潛水旅宿,Mimic Diving Center,外島/離島地區,屏東縣,929屏東縣琉球鄉相埔路50號之3,22.34662052,120.3738511,https://booking.owlting.com/2e19c0e3-931c-481c-bd3b-8e409b767334?lang=zh_TW&start=2023-07-27&end=2023-07-28&adult=1&child=0&infant=0,10:00,22:00,15:00,null,null,12:00,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
流星打氣站,null,外島/離島地區,屏東縣,929屏東縣琉球鄉相埔路79號之9號,22.34686494,120.3715676,https://www.facebook.com/Padi482097/?locale=zh_TW,00:00,23:59,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
熊潛水培訓中心,Bear Diving,外島/離島地區,屏東縣,929屏東縣琉球鄉相埔路87號,22.34702907,120.3712214,https://www.facebook.com/BearDivingTW/?locale=zh_TW,08:00,20:00,null,null,null,null,前往達白沙尾渡船碼頭[民營]→抵達白沙尾渡船碼頭→前往目的地
夏琉民宿 The Summerflow Hostel,The Summerflow Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉中正路5-8號,22.32358851,120.3575335,https://www.summerflowbnb.com/,00:00,23:59,15:00,null,null,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
杉橘青旅 • Hinoki-G Hostel, Hinoki-G Hostel,外島/離島地區,屏東縣,929屏東縣琉球鄉中正路6號,22.32402892,120.3576517,https://www.facebook.com/hinokig/,00:00,23:59, 14:00,20:30,06:30,11:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
嶼浪民宿,null,外島/離島地區,屏東縣,929屏東縣琉球鄉忠孝路70之15號,22.32481303,120.3610659,https://xpb.mystrikingly.com/,null,null,14:00,null,null,12:00,前往東港渡船碼頭[公營]→抵達大福渡船碼頭→前往目的地
